"tip_amount,""trip_distance"",""passenger_count"""
2.96,1.79,1
5.0,1.2,1
2.16,1.26,2
1.0,1.0,1
2.46,1.65,1
1.55,0.5,1
2.25,1.3,2
3.55,3.5,1
3.25,2.5,1
2.07,1.93,1
6.95,7.6,0
7.01,0.59,1
5.46,7.48,2
1.86,0.88,1
2.16,1.2,1
1.5,1.56,2
7.48,9.79,2
3.96,4.0,2
2.45,1.7,1
2.15,1.7,1
2.06,1.02,1
2.94,1.08,1
3.0,2.82,1
1.2,0.84,1
3.26,2.75,1
1.75,0.5,1
4.25,2.4,2
2.75,1.0,1
2.35,1.6,1
2.0,2.3,1
1.76,0.46,5
5.04,2.41,5
1.46,0.53,1
2.76,1.81,1
2.35,2.1,1
10.35,10.1,1
2.16,1.51,2
5.66,6.65,3
3.45,2.08,1
2.2,1.7,1
2.3,0.9,2
1.0,1.1,1
2.56,1.94,2
2.36,1.32,3
2.0,3.3,2
2.0,3.1,1
3.0,5.5,2
1.86,1.0,1
2.46,1.59,2
5.36,6.1,5
1.77,1.2,1
1.76,0.92,6
1.65,0.5,1
1.75,0.7,3
2.65,1.7,1
7.48,8.99,1
5.0,1.8,1
11.78,20.61,2
1.95,0.4,2
2.0,1.8,3
2.06,1.23,1
2.79,1.13,3
2.15,1.7,1
1.65,0.6,2
2.7,1.0,1
1.2,1.1,1
6.0,4.8,1
1.0,0.8,2
10.0,8.87,1
1.03,1.26,5
2.16,1.49,5
3.66,2.8,3
1.85,0.8,1
2.06,0.95,1
1.56,0.51,1
12.28,17.62,1
2.0,0.76,1
2.36,1.23,1
1.96,0.6,1
4.0,6.1,1
2.0,2.6,1
2.16,0.95,1
2.0,1.62,1
4.59,2.78,1
2.0,6.3,1
11.06,14.3,1
10.0,14.81,3
1.0,1.6,6
2.95,1.6,3
2.46,1.52,2
2.2,0.84,2
3.54,1.39,1
2.36,1.53,1
1.35,0.2,0
2.05,0.9,0
1.0,1.2,1
3.05,2.8,1
1.7,0.8,1
1.65,0.4,2
1.47,1.0,3
1.0,1.2,2
2.15,1.1,1
11.06,21.18,1
2.26,0.79,1
3.16,2.12,1
1.0,1.6,2
11.05,17.5,2
1.0,1.7,1
1.0,0.8,1
1.7,1.8,1
1.22,0.4,1
3.0,3.39,1
3.05,1.1,1
1.85,1.0,1
1.75,0.6,1
2.25,1.2,1
1.0,2.3,1
2.96,1.81,6
1.55,0.3,1
1.76,0.55,3
2.0,1.24,3
4.8,5.94,3
2.32,1.19,1
12.28,20.07,1
6.05,7.8,1
2.35,1.4,1
2.0,1.6,3
1.0,1.16,1
1.0,1.19,3
3.55,3.2,1
2.05,1.0,2
1.2,0.9,1
1.0,0.8,1
1.67,1.0,1
2.0,5.7,1
3.5,5.74,1
2.25,1.0,1
3.05,0.9,0
3.06,3.38,1
0.7,2.19,1
6.84,5.63,1
1.46,0.46,1
2.5,3.37,1
1.0,1.02,2
1.96,0.72,3
1.0,1.63,3
3.2,1.6,1
2.75,2.4,2
3.35,1.6,1
3.08,7.3,3
2.44,3.31,1
1.0,2.6,1
2.07,2.49,1
2.36,1.14,6
12.28,19.6,2
11.23,12.13,1
1.5,1.98,1
1.5,3.11,1
1.0,1.43,1
1.5,1.91,1
2.16,1.57,1
1.45,0.4,2
2.05,1.3,1
3.2,1.5,3
2.16,0.72,2
2.55,1.4,1
2.95,1.3,1
3.0,3.6,1
1.75,1.1,1
2.15,2.4,1
1.86,0.93,1
1.0,0.81,2
2.56,2.3,4
1.76,0.89,4
3.85,4.2,1
3.65,2.5,1
1.95,0.7,1
1.76,0.7,1
1.86,0.82,1
3.99,2.23,1
3.86,3.34,1
12.85,11.8,2
1.0,0.5,2
3.8,2.1,4
4.32,7.34,1
1.85,0.8,1
1.45,0.2,1
1.85,0.9,1
3.45,2.5,1
4.36,5.12,1
2.26,1.6,1
2.65,1.8,1
11.06,16.13,1
1.56,0.54,5
1.76,0.79,5
1.2,0.5,1
1.0,0.9,1
1.0,0.46,3
4.96,4.71,3
8.48,12.44,5
5.65,2.41,2
3.0,5.53,2
5.0,7.95,1
8.16,11.85,2
2.97,3.2,0
3.45,3.4,0
3.82,2.81,1
1.5,0.33,1
3.85,2.9,1
2.94,1.77,5
1.5,2.1,1
2.65,1.6,1
2.66,1.73,4
1.02,0.86,3
11.76,21.37,2
2.46,1.66,3
1.86,0.98,1
3.46,3.1,1
11.78,20.12,6
1.96,0.8,1
3.16,2.56,1
9.21,18.77,1
2.56,2.11,2
1.0,0.6,2
3.65,1.8,2
1.55,0.5,1
1.0,0.45,2
2.86,2.76,1
8.05,13.0,1
1.96,0.97,1
3.27,3.68,1
5.5,0.76,1
2.96,3.14,1
2.0,1.12,3
1.0,3.65,4
3.27,5.44,2
3.55,3.0,1
2.86,2.4,2
3.16,2.78,5
13.82,15.66,1
1.86,1.64,1
2.46,1.7,1
2.26,1.15,1
2.0,2.56,1
6.36,8.52,1
2.55,1.0,1
1.5,1.05,1
2.26,1.1,1
1.5,1.45,1
2.0,3.49,1
3.33,1.4,1
1.0,0.88,1
2.95,1.82,1
1.65,0.6,1
1.0,3.6,1
1.0,1.1,1
2.0,1.7,1
1.5,1.2,1
2.36,1.46,6
2.06,0.54,1
2.66,2.14,1
2.5,1.75,1
3.06,3.3,1
1.95,1.2,1
2.75,1.5,0
3.0,4.0,1
4.0,15.42,1
2.36,1.55,1
5.0,1.74,1
1.2,2.95,1
5.36,6.72,1
1.0,20.68,2
2.0,6.56,1
2.95,0.83,1
2.7,1.1,1
7.25,11.0,2
1.0,1.13,1
3.38,4.31,2
1.08,1.24,2
1.0,0.4,4
0.09,7.8,1
2.0,3.23,1
2.0,2.0,1
2.79,0.91,1
3.05,2.4,3
1.85,0.7,1
1.75,0.5,2
2.46,1.84,1
2.0,6.64,1
3.86,3.08,1
2.46,1.75,2
3.45,2.1,1
4.05,4.5,1
11.78,18.33,1
2.75,2.1,1
8.04,6.32,1
4.45,5.8,1
4.46,4.65,1
2.66,2.34,1
3.24,1.4,1
1.46,0.32,1
2.34,0.65,3
1.46,0.26,3
2.55,1.6,1
2.46,2.0,2
3.0,12.7,1
2.15,1.1,3
1.1,1.1,1
0.93,0.96,2
2.76,1.65,1
1.0,1.22,1
3.08,1.52,1
2.26,1.66,1
2.12,1.52,2
2.96,1.75,1
2.95,1.47,1
2.16,0.95,1
1.66,0.67,1
3.0,2.3,1
1.0,1.18,1
2.16,0.89,1
6.25,8.6,1
2.16,1.14,1
2.0,2.25,1
3.2,1.87,1
2.55,1.7,2
6.45,7.5,1
2.55,1.7,3
2.86,1.9,1
1.76,0.62,1
2.36,1.77,1
2.56,1.92,1
3.26,2.28,1
3.84,2.05,2
1.0,0.8,2
1.0,1.09,1
1.0,1.18,1
1.96,1.0,1
2.46,1.28,1
3.0,5.72,1
2.0,1.1,1
1.0,0.8,1
2.05,1.2,1
14.7,18.1,1
1.86,0.52,1
2.25,1.3,2
4.1,2.2,1
2.26,1.07,3
1.5,2.2,2
2.0,1.92,3
1.7,2.7,1
2.37,2.34,2
7.45,11.6,1
1.0,0.9,1
3.5,0.98,1
2.26,1.2,1
4.86,4.71,2
1.5,1.76,1
7.0,17.9,1
2.36,0.97,1
3.66,3.13,3
1.36,0.49,1
2.37,3.11,1
2.15,1.2,2
2.15,1.0,1
2.9,1.0,1
4.35,4.7,2
1.5,0.8,1
1.7,1.78,1
2.66,1.88,1
2.98,7.38,1
2.0,2.39,2
2.06,0.81,2
2.0,2.7,2
1.65,0.5,4
5.82,6.26,3
2.85,2.1,1
1.5,4.9,2
2.36,1.5,4
1.0,1.5,1
5.2,4.7,2
5.55,4.8,2
2.94,0.85,1
1.66,0.48,2
1.76,0.9,1
1.0,1.3,4
2.15,0.9,1
1.0,0.7,1
3.46,2.38,1
3.0,4.41,1
1.2,1.55,1
2.58,1.37,1
3.86,2.86,3
2.96,2.12,3
3.16,2.35,1
3.86,4.23,1
2.0,3.8,1
1.4,3.3,1
1.4,1.0,1
12.28,18.24,1
2.66,1.89,1
2.08,0.56,1
2.26,1.6,2
3.55,3.0,1
2.06,1.5,1
1.0,0.99,1
11.06,18.85,1
4.65,6.2,1
1.66,0.4,1
1.0,2.29,1
3.16,1.97,1
2.75,1.5,1
1.53,2.7,1
1.75,0.6,1
4.45,5.1,1
1.5,1.6,2
3.55,3.4,1
1.56,0.5,1
4.2,5.56,1
2.86,2.29,1
1.5,0.92,1
4.82,3.26,1
2.36,1.46,1
3.06,2.12,1
6.45,4.71,1
0.49,0.89,1
2.8,2.3,1
1.86,0.91,1
1.86,0.74,1
2.05,1.0,3
2.65,1.5,0
1.66,1.21,5
1.55,0.2,1
1.74,0.71,2
3.0,9.54,2
2.86,2.06,1
4.83,3.58,2
4.08,2.64,1
2.0,1.8,1
2.76,1.85,1
2.36,1.49,1
4.7,4.73,1
12.28,17.39,1
0.08,1.92,2
2.96,1.77,3
2.56,1.43,1
3.46,2.49,1
1.0,2.2,1
1.5,1.33,1
2.46,1.73,1
1.0,0.7,2
4.25,5.2,1
3.08,1.51,1
1.86,0.88,1
2.2,0.72,1
2.0,4.54,1
1.92,1.8,3
2.7,1.19,3
1.0,0.74,1
1.7,0.6,1
0.01,1.0,4
1.95,1.0,1
2.06,0.92,1
1.1,0.6,1
2.0,2.86,1
2.36,1.11,1
2.56,1.93,1
7.05,10.9,1
6.7,7.47,2
2.15,1.0,3
2.7,1.9,1
5.08,1.64,1
4.46,4.79,1
4.18,2.67,1
2.66,1.75,1
3.46,3.22,2
2.06,1.32,2
1.66,0.63,3
2.0,2.4,1
5.37,9.9,1
4.75,5.6,1
3.06,2.49,1
2.85,1.9,1
1.55,0.7,4
1.75,0.5,2
2.64,0.56,2
2.26,1.04,2
6.2,5.75,2
3.86,4.29,1
1.46,0.31,1
3.99,2.23,1
4.35,4.4,1
1.0,0.7,1
3.8,2.3,1
8.16,12.22,2
1.4,0.88,1
2.26,1.13,1
3.36,3.27,2
2.45,1.24,2
2.45,0.9,1
1.7,3.0,1
1.96,0.94,1
2.36,1.46,1
2.82,1.34,6
12.28,18.18,1
1.86,0.52,1
1.76,0.69,2
4.2,2.54,2
1.0,0.44,1
1.0,3.1,1
2.36,1.8,1
1.5,4.52,2
2.56,1.5,1
1.0,1.3,1
3.26,2.09,2
2.2,0.5,1
3.69,1.51,2
1.0,0.7,3
1.4,1.02,2
1.4,0.67,1
1.96,0.72,1
1.76,0.69,1
2.76,1.61,1
5.65,7.4,2
2.45,1.0,1
2.45,1.6,1
3.65,3.2,2
2.86,2.48,1
3.43,1.02,1
3.95,2.46,4
3.26,3.04,1
2.05,1.0,1
4.05,3.0,1
1.66,0.4,1
1.85,0.7,4
3.2,1.5,1
2.95,2.0,2
4.0,7.74,1
2.79,0.72,1
2.6,0.8,1
1.0,1.4,1
1.46,0.39,1
1.66,0.5,1
2.16,1.21,1
4.55,5.3,0
2.45,0.5,1
1.66,0.4,2
2.7,0.9,1
2.0,2.5,1
3.05,1.0,1
2.36,1.3,2
4.25,3.3,3
3.05,2.4,2
1.0,1.03,1
2.16,1.46,1
2.86,1.82,1
2.0,1.54,1
2.46,1.93,2
3.06,2.36,1
1.82,0.4,1
1.76,0.66,1
1.0,2.78,1
3.05,2.5,1
2.3,2.6,5
2.06,0.9,2
4.16,3.82,2
2.36,2.0,1
3.0,4.1,1
2.75,0.7,1
1.55,0.3,1
3.5,1.4,2
2.06,1.0,2
2.07,1.72,1
3.5,6.49,1
1.0,2.0,6
2.32,0.89,6
3.95,2.59,1
2.0,1.5,1
2.35,1.4,1
0.88,0.74,2
2.95,1.68,2
1.86,0.88,2
5.08,4.76,3
3.0,4.67,1
1.5,1.53,1
2.0,1.5,1
1.93,4.05,1
2.06,1.34,1
6.87,15.62,1
1.85,1.6,2
2.0,3.4,2
2.0,0.5,1
2.4,2.71,2
5.06,6.04,1
13.29,15.06,1
2.86,2.47,1
1.86,0.99,1
1.86,0.72,1
2.0,0.85,1
12.28,18.13,1
3.65,3.1,4
1.33,0.36,2
1.5,1.44,1
2.96,2.16,2
4.16,4.13,2
1.0,0.27,1
3.56,3.05,1
1.92,2.0,3
2.05,0.8,2
1.17,0.46,1
3.86,2.93,1
3.36,1.94,3
2.32,0.82,1
2.05,0.9,1
3.96,4.85,1
3.96,3.33,1
3.55,3.0,2
2.65,1.8,1
2.0,1.8,1
7.08,7.7,4
2.95,1.19,1
2.08,0.62,1
2.32,0.51,1
2.76,3.03,1
3.46,3.6,1
2.64,0.47,1
2.0,1.18,6
1.96,1.38,6
1.66,0.61,6
2.56,1.56,1
2.86,2.61,1
2.36,1.54,1
2.35,0.9,1
2.3,0.9,1
1.62,0.9,1
3.0,6.2,1
5.8,7.9,5
2.65,1.4,1
2.46,1.95,2
2.66,1.53,1
2.76,2.21,1
4.45,5.5,1
2.25,1.3,1
3.05,1.1,1
2.06,1.31,1
2.55,1.9,1
3.05,2.2,2
2.05,1.0,2
4.33,2.74,2
3.0,10.19,5
2.66,1.87,1
1.85,1.0,1
2.05,1.0,1
1.85,0.6,1
3.25,1.7,1
1.0,2.0,1
0.7,0.9,1
1.65,0.6,1
1.36,0.36,1
8.32,8.1,1
3.36,3.17,1
1.0,0.4,1
4.85,6.3,1
3.95,6.3,1
2.56,1.8,2
2.36,1.17,1
1.0,2.66,1
3.0,1.3,2
1.0,1.0,1
11.78,21.84,1
2.0,1.34,5
2.26,1.39,1
2.26,1.16,1
2.45,1.24,1
2.46,1.8,1
2.16,1.33,4
1.46,1.02,5
1.2,1.9,4
1.66,0.56,3
2.96,2.37,2
1.0,1.18,1
4.95,3.2,1
3.35,2.6,1
2.65,2.3,2
5.46,4.84,3
1.65,1.2,1
1.0,0.8,2
4.35,4.5,2
2.15,1.1,2
2.55,1.8,1
2.0,1.8,1
3.99,2.18,6
2.35,1.1,3
1.95,0.8,2
2.46,1.65,3
3.26,2.83,1
1.66,0.77,1
2.06,1.28,1
1.46,0.55,1
1.5,1.15,1
9.32,9.43,2
2.94,0.89,3
2.06,1.23,2
2.36,1.73,2
2.0,1.27,2
2.35,1.1,1
5.79,3.35,1
2.0,3.77,1
5.46,7.3,2
1.0,2.08,2
2.16,1.01,1
2.0,2.13,1
1.2,0.51,1
2.16,1.13,1
1.56,0.42,1
4.1,2.2,4
1.65,0.5,3
9.36,14.02,2
1.76,0.93,3
2.0,1.7,2
6.95,7.25,2
2.76,1.78,2
1.0,1.56,2
4.16,4.44,1
1.5,1.24,1
1.66,0.59,1
2.26,1.15,1
2.76,1.43,1
1.94,1.09,1
7.0,8.6,1
1.8,0.6,1
4.65,3.8,1
4.0,3.62,2
2.96,2.12,1
5.06,6.55,1
7.36,10.02,1
3.96,3.41,2
4.08,2.67,1
8.52,12.5,1
5.0,13.3,3
2.36,1.54,1
1.0,1.51,1
2.26,1.58,2
2.0,5.74,2
1.86,0.88,2
2.19,0.38,2
2.85,1.9,1
12.28,18.55,6
2.0,3.7,1
5.0,8.32,6
2.96,3.1,6
4.2,2.94,1
1.5,1.1,1
1.85,0.7,1
2.0,3.2,5
1.95,0.9,1
2.45,1.9,0
13.8,17.8,1
2.26,1.46,1
1.8,0.76,3
2.06,1.2,2
0.88,0.97,1
7.26,7.34,1
3.05,2.5,1
1.65,0.7,1
2.05,1.0,2
1.65,0.6,3
1.23,1.9,1
4.33,2.71,1
1.31,0.28,3
2.75,1.5,2
2.15,0.9,1
2.06,0.9,0
4.05,4.1,0
4.14,2.26,1
1.76,0.36,1
1.86,0.89,1
1.0,2.14,1
1.76,0.79,1
6.66,8.68,1
1.46,0.46,1
2.46,1.29,1
1.7,0.7,2
7.0,5.3,2
3.15,2.6,1
2.86,1.95,1
1.56,0.5,1
3.96,3.92,1
2.76,1.83,1
1.95,0.7,3
4.95,3.8,2
2.7,1.55,2
2.75,1.9,1
1.0,1.4,1
1.5,0.5,1
1.96,1.12,6
2.82,3.68,6
2.0,1.98,2
7.15,12.3,2
1.66,0.67,1
1.75,0.6,1
3.75,2.8,1
3.06,2.9,1
1.7,0.6,1
3.95,5.0,2
11.06,19.32,1
2.36,1.61,2
10.33,8.29,1
1.0,1.05,1
2.66,2.66,1
4.0,4.5,1
4.86,4.91,1
2.56,2.09,2
5.25,7.2,2
3.65,3.7,1
1.2,0.61,1
1.32,0.5,2
2.0,3.5,2
1.96,1.31,2
3.16,3.23,1
2.95,1.56,1
2.34,0.46,1
2.76,2.18,1
5.26,6.18,5
1.66,0.3,1
3.76,3.2,1
1.66,0.58,1
2.26,1.36,1
6.84,4.62,1
3.32,2.04,5
2.06,1.23,1
2.26,1.19,1
2.26,1.3,1
3.36,2.64,3
22.15,23.3,0
3.42,4.83,5
1.96,1.04,5
2.16,0.95,4
21.65,38.6,1
2.75,1.6,1
2.05,1.2,1
2.25,1.4,1
5.0,9.26,3
6.46,7.45,1
5.45,6.78,1
2.76,1.73,5
0.01,2.6,3
1.86,0.94,1
1.5,1.9,2
4.0,5.53,2
3.54,2.78,2
2.26,1.38,1
1.66,0.57,1
2.76,1.8,1
3.36,3.02,2
1.96,1.02,2
3.56,2.97,2
1.25,0.4,1
7.05,8.1,1
2.45,1.6,1
6.75,9.2,1
2.05,1.1,1
2.36,2.12,1
1.24,0.91,1
4.76,5.48,1
1.47,1.17,1
1.54,1.12,1
2.66,1.89,1
2.2,0.52,1
2.9,4.09,1
1.59,0.64,1
0.5,1.13,1
1.96,1.16,1
1.95,0.7,1
2.35,1.6,1
4.56,5.2,1
2.16,1.16,1
4.25,5.5,1
2.66,1.77,4
1.0,3.34,2
11.78,2.07,1
5.76,9.03,2
2.35,1.5,1
1.0,2.6,1
4.0,0.8,1
1.32,0.7,1
2.26,1.42,1
2.16,1.57,5
2.05,0.8,2
2.35,1.3,1
1.0,0.4,2
2.46,1.3,3
3.32,1.93,1
3.2,2.1,1
2.66,1.2,1
0.7,0.24,1
12.25,27.8,1
3.32,3.3,1
6.55,5.5,1
1.65,0.5,1
3.15,2.8,2
2.66,1.7,2
2.0,1.41,1
7.5,17.59,1
1.0,1.6,1
1.95,1.1,3
2.0,1.1,1
1.55,0.5,1
2.06,1.1,1
1.95,0.9,1
2.0,1.6,1
2.26,1.28,5
2.37,2.68,6
1.95,0.36,3
2.45,0.92,3
2.08,0.68,1
2.26,1.13,3
1.5,2.4,1
2.15,0.9,1
2.36,1.35,1
3.05,2.8,1
3.55,1.8,2
8.35,10.3,4
1.23,1.4,1
3.05,3.2,2
3.26,2.23,1
1.17,0.65,1
1.24,0.86,1
1.2,2.36,1
6.7,7.57,5
2.52,3.55,5
4.06,3.71,5
2.0,0.97,1
4.08,1.64,1
1.0,1.2,0
2.26,1.47,1
1.66,0.67,1
2.79,1.22,1
1.96,1.17,1
1.98,4.19,1
2.86,2.06,1
3.16,2.85,1
2.33,0.57,1
7.46,10.99,1
2.26,1.39,1
2.36,1.19,1
4.26,3.49,1
3.56,3.7,2
2.0,1.02,5
0.98,0.96,5
3.36,3.05,5
2.95,2.1,1
3.2,5.4,1
2.5,2.0,2
2.76,1.37,1
1.5,1.88,1
2.06,0.8,1
2.45,1.05,1
1.56,0.42,2
3.32,2.1,1
2.82,3.06,1
2.7,3.24,1
3.09,1.2,1
4.02,6.56,1
16.0,12.7,1
1.96,0.93,1
1.0,0.83,1
2.2,0.95,1
0.1,3.15,1
1.79,2.6,1
1.47,0.93,1
1.76,1.04,1
2.86,2.15,1
2.14,2.33,1
1.86,0.75,3
1.66,0.58,5
2.05,0.8,1
2.36,1.17,1
2.06,1.5,1
1.0,1.16,1
2.64,0.64,1
1.96,0.95,1
10.96,19.89,1
1.5,1.5,5
4.59,1.82,5
5.66,5.8,1
4.1,6.4,1
1.18,1.51,2
2.95,1.41,2
4.14,2.21,2
8.88,10.95,2
2.06,1.3,1
2.2,0.76,5
1.96,0.94,5
3.16,2.14,5
5.76,8.4,1
3.08,1.39,3
2.08,0.47,5
8.16,14.12,6
1.0,3.9,1
3.54,1.75,1
1.5,1.89,1
2.0,0.63,1
4.16,4.15,1
2.56,1.04,1
3.66,3.45,1
2.66,1.61,1
1.56,0.43,1
3.25,2.9,1
12.28,22.35,2
8.08,10.9,1
1.4,0.82,1
1.25,1.38,1
2.06,0.97,1
1.75,0.8,1
2.26,1.88,5
4.2,6.33,5
2.45,1.0,1
2.0,4.4,2
5.05,7.2,1
5.78,4.99,1
1.77,1.61,1
2.55,2.0,1
2.06,1.08,2
1.7,1.35,1
1.0,1.17,1
1.76,1.06,1
3.26,2.76,1
1.0,1.2,2
2.8,1.4,1
0.5,0.8,2
2.95,1.8,2
3.54,1.3,2
1.0,0.8,2
4.14,1.85,3
2.06,0.84,4
3.86,4.03,5
12.25,29.1,0
2.75,1.5,2
1.0,1.2,1
2.0,2.7,0
0.78,0.5,0
10.0,18.51,1
1.17,0.5,1
2.25,1.5,3
1.0,1.2,1
1.0,0.7,1
2.05,0.9,1
2.0,1.01,2
4.16,3.85,1
2.06,0.68,1
3.56,3.15,1
1.55,1.4,1
1.0,1.8,1
2.46,1.69,2
4.2,3.19,1
3.0,4.3,1
1.0,1.44,1
2.0,1.19,2
1.5,0.59,2
5.04,4.06,4
1.0,1.0,3
3.45,2.67,3
1.96,0.71,2
2.36,2.16,2
4.0,5.32,1
3.46,2.82,1
1.4,0.82,1
1.0,0.85,1
11.0,19.04,1
2.26,1.26,1
6.56,8.48,1
5.0,14.24,1
2.0,0.7,1
2.0,2.56,5
2.86,2.28,5
2.0,1.86,5
2.96,2.32,1
3.45,1.89,1
3.0,3.43,1
3.0,8.28,5
4.46,5.31,5
2.26,1.59,1
1.76,0.69,1
0.83,0.54,1
1.84,1.79,1
4.46,5.33,1
3.66,3.37,3
2.76,1.94,1
2.0,3.18,1
1.0,1.35,1
2.06,1.05,2
1.96,0.98,1
2.76,1.45,1
2.06,1.02,2
2.76,1.91,6
2.55,1.4,2
2.67,3.8,1
2.0,1.8,2
1.45,0.2,2
7.5,17.8,1
4.06,4.17,1
7.56,9.99,2
2.86,1.77,1
1.53,2.5,3
1.0,1.7,4
2.05,0.9,2
1.08,0.5,1
1.47,1.0,2
2.56,1.82,1
1.84,1.56,1
1.32,0.68,1
3.0,0.79,1
1.0,0.8,1
2.7,2.4,2
2.46,1.24,1
1.0,0.79,1
3.69,2.25,1
2.26,1.73,1
2.56,1.73,6
1.86,0.87,6
2.15,1.1,1
3.75,3.3,1
12.28,11.93,2
1.0,1.37,1
2.45,0.8,2
2.85,1.9,1
1.4,1.12,6
3.26,2.43,6
12.28,17.66,2
1.58,0.77,6
1.0,2.55,1
2.46,0.99,1
3.26,2.58,1
4.08,5.28,1
1.62,1.45,4
2.82,3.64,1
1.86,0.86,5
1.0,0.44,5
3.76,3.84,5
3.32,2.09,1
1.66,0.65,1
2.36,1.12,1
2.52,2.78,1
2.0,4.81,1
3.26,2.39,1
1.86,0.79,1
1.96,0.96,1
3.99,1.73,1
2.46,1.77,1
3.26,2.81,1
1.5,1.6,1
2.0,1.5,3
1.96,1.02,2
2.56,2.4,5
3.36,3.65,5
3.16,2.78,5
3.45,1.93,1
1.56,0.4,1
2.0,1.1,1
2.45,2.2,1
3.46,2.66,1
1.23,1.28,1
2.16,1.03,1
2.95,2.8,1
2.56,1.63,5
2.32,0.88,5
1.76,0.82,1
6.23,3.77,1
1.0,0.9,1
3.06,2.1,1
5.0,6.89,5
1.0,2.6,1
3.36,3.27,3
4.66,3.61,4
3.06,2.27,5
2.0,2.72,2
1.0,1.23,2
2.06,0.59,2
3.06,1.91,1
1.86,0.99,1
2.75,2.4,1
1.49,0.6,4
1.5,1.0,1
3.95,3.0,1
2.5,0.3,1
2.35,1.6,1
2.7,1.45,2
3.0,1.47,3
2.15,1.1,2
2.16,1.37,5
2.95,2.4,1
2.16,2.63,1
1.76,0.62,1
2.0,2.3,1
4.25,4.0,3
0.54,1.17,1
7.32,10.26,1
1.0,1.54,1
1.18,1.81,1
3.82,2.94,1
3.26,2.38,1
1.96,0.65,1
2.66,1.38,2
3.5,8.7,1
5.15,7.3,1
1.95,0.8,1
2.06,1.1,1
2.15,1.1,3
1.5,0.7,1
1.7,1.48,2
1.0,1.0,2
4.46,4.08,1
2.46,1.58,1
0.88,0.6,3
1.95,0.8,1
3.15,2.2,2
6.0,9.73,1
2.76,2.65,2
3.2,2.36,1
1.17,0.62,1
1.0,1.76,1
2.66,2.19,1
2.26,1.54,2
2.73,6.55,2
1.86,0.6,1
2.06,1.41,1
2.26,1.31,1
2.36,1.6,1
1.0,0.42,1
1.5,2.2,1
3.36,2.88,2
3.24,1.74,2
1.66,0.69,2
2.0,1.21,1
1.0,2.06,1
2.65,2.0,3
1.4,1.2,2
1.0,1.35,6
11.35,11.6,2
1.95,1.1,1
2.56,1.9,1
1.45,0.5,1
2.66,1.23,3
2.45,1.1,1
1.95,1.0,1
0.98,0.9,1
2.35,1.5,2
3.05,2.8,1
2.35,1.8,2
1.86,0.7,2
1.0,0.83,2
2.7,1.08,2
5.46,8.32,1
10.93,8.6,1
6.8,6.0,1
1.0,2.26,1
1.78,3.59,1
1.28,2.0,1
2.15,1.4,1
5.3,5.7,1
2.25,1.4,2
2.0,1.2,1
1.7,1.35,1
12.08,18.02,1
4.8,2.8,1
3.55,2.4,1
1.62,1.65,2
10.0,0.74,1
1.66,0.48,1
1.76,0.59,1
10.0,22.69,1
5.05,5.8,1
2.25,1.5,2
17.0,12.3,1
3.45,1.94,1
2.16,1.4,2
1.38,1.9,1
2.86,2.71,1
2.06,1.14,1
3.39,1.36,1
1.55,0.5,3
2.22,2.54,1
1.0,0.86,1
3.16,2.9,2
1.76,0.8,3
1.66,0.51,2
1.0,2.56,1
2.46,1.47,1
3.32,2.04,1
1.0,0.62,1
2.96,2.58,1
0.91,0.66,1
1.66,0.69,1
2.36,1.33,1
3.76,3.39,1
2.16,1.41,1
2.56,1.48,1
3.16,2.65,1
3.56,4.38,1
1.96,1.15,1
1.73,2.98,1
4.36,4.18,1
1.0,1.6,2
2.0,2.17,2
2.05,0.9,2
14.65,20.0,1
3.09,1.04,1
2.15,2.1,1
2.26,1.36,1
1.0,1.4,2
1.55,0.7,2
3.75,2.9,1
2.96,2.08,1
1.95,0.44,2
1.56,0.57,1
2.0,1.5,1
4.06,5.06,1
2.08,0.68,1
1.86,0.97,1
2.96,1.98,2
12.28,16.71,1
3.99,1.83,1
4.0,6.42,6
3.06,2.22,1
1.7,0.22,1
2.19,0.53,1
2.45,1.5,1
2.75,1.0,1
1.96,0.7,1
11.78,14.79,1
2.08,0.56,5
1.86,0.81,2
1.0,1.62,2
2.86,2.72,1
2.96,2.32,1
15.35,21.2,1
2.0,0.9,1
1.0,1.2,1
2.7,1.15,3
1.5,2.03,3
2.45,1.7,1
1.0,0.9,1
1.76,0.68,1
5.0,13.07,1
3.06,1.78,2
2.86,1.9,1
1.75,0.4,2
3.0,5.9,1
3.16,0.4,1
1.85,0.9,0
1.0,0.75,1
2.46,1.6,1
2.76,2.09,1
3.7,1.8,1
3.25,2.4,2
11.06,21.35,1
2.32,0.57,5
6.32,6.49,5
3.5,1.3,3
5.9,3.9,1
1.0,2.57,2
3.0,0.2,2
1.95,0.53,2
2.46,1.42,2
4.0,7.6,1
3.0,1.25,1
2.46,1.59,1
3.83,2.25,1
2.06,1.51,1
1.46,0.49,2
1.0,1.04,2
1.5,2.99,1
1.56,0.26,1
2.95,1.39,2
2.36,1.25,1
1.96,1.11,1
2.36,1.91,1
1.66,0.59,1
3.26,2.73,1
3.2,1.5,1
2.45,1.9,1
2.05,1.2,1
7.28,9.07,1
4.56,6.89,1
2.5,2.48,5
1.86,0.65,5
1.8,1.46,1
1.76,0.8,2
3.16,2.45,1
5.94,3.29,1
2.56,1.99,5
2.14,1.5,1
0.78,0.46,1
3.3,1.9,1
2.15,1.2,1
20.0,17.83,1
